,Username,comment,clean_comments,tags
142,Noela,Imekua wimbo sasa,Imekua wimbo sasa,[]
143,Robert Makori,Ruto or no ruto sukuma bado inawakondolea macho!,Ruto or no ruto sukuma bado inawakondolea macho,"[('Ruto', 'RUTO')]"
144,Mūūgī Wanjata,Na bado.,Na bado,[]
145,Atanas Atanasi,Si mnapenda kuuzia wakenya uoga waha,Si mnapenda kuuzia wakenya uoga waha,[]
146,Baadah Ya Kazih,Luto.......Looootor.......sjataja mtu🚶🚶,LutoLooootorsjataja mtu,[]
147,Ken Rutto,Mwabieni icc hawatoboi,Mwabieni icc hawatoboi,[]
148,Benson Wamweeru,Liwe liwalo huyu ndiye nitachagua,Liwe liwalo huyu ndiye nitachagua,[]
149,Samuel Kinyua,Ruto karibu muranga kandara gituru we miss you,Ruto karibu muranga kandara gituru we miss you,"[('Ruto', 'RUTO')]"
150,Esther Wambui,"Huyu amezingirwa na damu ya yesu,haendi popote,take that t the bank",Huyu amezingirwa na damu ya yesuhaendi popotetake that t the bank,[]
151,Washingtone Kuggah,"Ladies and Gentlemen, Peter Kenneth the next president after Raila.",Ladies and Gentlemen Peter Kenneth the next president after Raila,"[('and', 'POLITICAL_PARTY'), ('Peter', 'POLITICIAN'), ('Raila', 'RAILA')]"
152,Josephat Mwagwe,Bado mapambano,Bado mapambano,[]
153,Duke Bosco,Siwacheze tu kama wao aki,Siwacheze tu kama wao aki,[]
154,Benwaa Ngetich,"Wacha kifuatilia Ruto Sana,inawasumbua akili",Wacha kifuatilia Ruto Sanainawasumbua akili,"[('Ruto', 'RUTO')]"
155,Joyya Langat,"Nonsense, the azimio la mawe",Nonsense the azimio la mawe,"[('la', 'POLITICAL_PARTY')]"
156,Steve,Mambo motomoto na bribes za Ruto ishagulwa,Mambo motomoto na bribes za Ruto ishagulwa,"[('Ruto', 'RUTO')]"
157,Moses Maganya,Katanuka!,Katanuka,[]
158,Stevoh Kalonzo,"Uko aedi mpka awe rais wa Kenya,,,",Uko aedi mpka awe rais wa Kenya,"[('Kenya', 'POLITICAL_PARTY')]"
159,Vi Tah,Mama mboga wameuma nje,Mama mboga wameuma nje,[]
160,Hillary Bonaya,Headache for Uhuru and Azimio la waizi,Headache for Uhuru and Azimio la waizi,"[('for', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU'), ('and', 'POLITICIAN'), ('Azimio', 'POLITICAL_PARTY'), ('la', 'POLITICAL_PARTY')]"
161,Mirriam Tirop,Hata yesu alikufa kwa ajili yetu🙄,Hata yesu alikufa kwa ajili yetu,[]
162,Simon Kinyanjui,...kama local court orders hazitishi watu..hawa nao ni nani??😅😅,kama local court orders hazitishi watuhawa nao ni nani,[]
163,Fanuel Muhindi Waswa,Ruto tawee.,Ruto tawee,"[('Ruto', 'RUTO')]"
164,Ochieng George,Siku ya mwizi ni 40. Imefika??,Siku ya mwizi ni  Imefika,[]
165,Deep State,Kamtu katajitia kitanzi,Kamtu katajitia kitanzi,[]
166,Vinnie Ndung'u,"Not unless mumuue,,ICC is past for him...anyway the 5th na hapangwi ovyo ovyo",Not unless mumuueICC is past for himanyway the th na hapangwi ovyo ovyo,"[('for', 'POLITICAL_PARTY')]"
167,Johan Kariuki,Haituhusu ata? mezeni wembe,Haituhusu ata mezeni wembe,[]
168,Aleckie Ke,Watu wa Sugoi muendelee kukata miti😅,Watu wa Sugoi muendelee kukata miti,[]
169,Brown Scientist,Nasoma English zenu kabisaa but mbona hamkutumia vizuri time ya maths😂🙏,Nasoma English zenu kabisaa but mbona hamkutumia vizuri time ya maths,[]
170,Titus Kiptanui,The truth will prevail its a matter of time,The truth will prevail its a matter of time,"[('of', 'POLITICAL_PARTY')]"
171,Babake Caxton,Tulichagua UHURU akiwa na KESI wacha huyu kutajwa,Tulichagua UHURU akiwa na KESI wacha huyu kutajwa,[]
172,Bett Collins,"Wivu tu ya paul Gicheru,,,may die while fighi for our president",Wivu tu ya paul Gicherumay die while fighi for our president,"[('for', 'POLITICAL_PARTY')]"
173,Isaac Mc Ochieng,Luto xi mwizi,Luto xi mwizi,[]
174,Wakaba Mwangi,Mehemehe.,Mehemehe,[]
175,Kipkoech Ezra Lang'at,Who's ICC prosecutor 😋😋😋😋 hamtatuuzia uwoga,Whos ICC prosecutor hamtatuuzia uwoga,[]
176,Willy Fred Abu,Ama kweli Atwoli alijua mapema Ruto hatakua kwa debe 🤔,Ama kweli Atwoli alijua mapema Ruto hatakua kwa debe,"[('Ruto', 'RUTO')]"
177,Mike Maikoh,"China,Usa,Russia...all those big powers do not recognise ICC...Kenya actually withdrew from ICC...they can call all the Kieleweke witnesses but their decision is not binding on us...wajibabe..sorry...Wajibebe...",ChinaUsaRussiaall those big powers do not recognise ICCKenya actually withdrew from ICCthey can call all the Kieleweke witnesses but their decision is not binding on uswajibabesorryWajibebe,"[('Kenya', 'POLITICAL_PARTY')]"
178,Ki Tur,Nani hajui politics ?,Nani hajui politics ,[]
179,Kibe Dancan,As Long as Hustler anajapa siasa zake Hamna shida,As Long as Hustler anajapa siasa zake Hamna shida,[]
180,Tor Kechir Oronjo,NTV amna maana na iyo chuki yenu,NTV amna maana na iyo chuki yenu,[]
181,Tash De Antonio,Forming coalitions with certain parties should be added in 1000 ways to die,Forming coalitions with certain parties should be added in ways to die,[]
182,Peter Mwaura,The Kiambaa graves are still fresh and wet crying for justice as the murderer flies allover mocking the survivors,The Kiambaa graves are still fresh and wet crying for justice as the murderer flies allover mocking the survivors,"[('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
183,Kevin Reis,The blood of all the children and Women massacred in a church at Kiambaa Is haunting down the perpetrators of that heinous act. The blood of all the witnesses murdered is roaming and crying for justice. Kenyans are asked to make a wise decision in the forth coming elections!,The blood of all the children and Women massacred in a church at Kiambaa Is haunting down the perpetrators of that heinous act The blood of all the witnesses murdered is roaming and crying for justice Kenyans are asked to make a wise decision in the forth coming elections,"[('of', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('of', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY')]"
184,Peter Mwaura,Ruto's case was left open untill further evidence. Kiambaa murderer has no where to hind Kama video kama drama,Rutos case was left open untill further evidence Kiambaa murderer has no where to hind Kama video kama drama,"[('Ruto', 'RUTO')]"
185,Ally B Ally,Is only headache for NTV and these other media houses 🏘,Is only headache for NTV and these other media houses,"[('for', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
186,Stephen AdehDigugad Opata,The thief will be in dungeon soon...,The thief will be in dungeon soon,[]
187,Mwongela Daniel,Doctored headlines by kieleweke to please ur boses,Doctored headlines by kieleweke to please ur boses,[]
188,Andrew Sidede Otieno,Killing machine is in trouble,Killing machine is in trouble,[]
189,James John,Ruto ako Kwa roho za watu... mganga ako Kwa vidole za miguu 🤣🤣🤣🤣...uzeni Sera za mganga... hamwezani n William samoei Ruto,Ruto ako Kwa roho za watu mganga ako Kwa vidole za miguu uzeni Sera za mganga hamwezani n William samoei Ruto,"[('Ruto', 'RUTO'), ('William', 'POLITICIAN'), ('Ruto', 'RUTO')]"
190,Ali Bhai,Akamatwe haraka Mara moja,Akamatwe haraka Mara moja,[]
191,Walter Koech,"Wasituletee where, how, did ruto participate in post election violence first na watu walilimana wenyewe tu",Wasituletee where how did ruto participate in post election violence first na watu walilimana wenyewe tu,[]
192,Langat Kaplanga,"Nonsense, Atwoli alikuwa amesema Ruto atakuwa kwa ballot box.. So ni kitu ilikuwa imepangwa.. Brothers hiyo ndio kitu atuwezi kupali",Nonsense Atwoli alikuwa amesema Ruto atakuwa kwa ballot box So ni kitu ilikuwa imepangwa Brothers hiyo ndio kitu atuwezi kupali,"[('Ruto', 'RUTO')]"
193,Chrispinous Shikunye,NYINYI NA RUTO,NYINYI NA RUTO,[]
194,Priscah Langat,Ruto in muranga campaigning na mnatuketea upuzi,Ruto in muranga campaigning na mnatuketea upuzi,"[('Ruto', 'RUTO')]"
195,Bilman Israel,https://prodigitaladdress.blogspot.com/2022/02/scars.html,,[]
196,Bamboo Stiq,Ⓚⓦⓝ.ⒾⒸⒸ ⓑⓐⓓⓞ ⓘⓝⓐⓚⓤⓐⓝⓖⓐ🤣🤣🤣😂😂,,[]
197,Victor Munje,If you killed by a sword so must you die by it....,If you killed by a sword so must you die by it,[]
198,Rael Oyuga,😁😁😁,,[]
199,Domii Demetrius,😄😄😄😄😄,,[]
200,Gilly Bett,How is it a headache for Ruto? 20year olds working at Nation media cannot interpret anything here.,How is it a headache for Ruto year olds working at Nation media cannot interpret anything here,"[('for', 'POLITICAL_PARTY'), ('Ruto', 'RUTO')]"
201,Waltermathew Tuitoek,"It's not headache for ruto it's headache for ntv, uhuru and raila.",Its not headache for ruto its headache for ntv uhuru and raila,"[('for', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY'), ('and', 'POLITICAL_PARTY')]"
202,Kimwe Arap Shock,Arrest him then came for the next victim 💔💔💔💔,Arrest him then came for the next victim,"[('for', 'POLITICAL_PARTY')]"
203,Douglas Omurwa,Ruto will be locked either in ICC or Kamiti.,Ruto will be locked either in ICC or Kamiti,"[('Ruto', 'RUTO')]"
204,Juliet Lenny,"If it's about Hague,then it should be uhuru and ruto and sang hakuna ubaguzi . you have sensed defeat from ruto, now mmeanza kuleta Mambo ya ICC   shindwe",If its about Haguethen it should be uhuru and ruto and sang hakuna ubaguzi  you have sensed defeat from ruto now mmeanza kuleta Mambo ya ICC shindwe,"[('and', 'POLITICIAN'), ('and', 'POLITICAL_PARTY')]"
205,James Ole Múgo,Na kweli Mungu wa wanawake na watoto waliochomwa pale Kiambaa anajibu maombi.,Na kweli Mungu wa wanawake na watoto waliochomwa pale Kiambaa anajibu maombi,[]
206,Hillary Bonaya,Headache for Uhuru and Azimio la waizi,Headache for Uhuru and Azimio la waizi,"[('for', 'POLITICAL_PARTY'), ('Uhuru', 'UHURU'), ('and', 'POLITICIAN'), ('Azimio', 'POLITICAL_PARTY'), ('la', 'POLITICAL_PARTY')]"
207,Mark Mutiso,"Only ruto among 5trial ,,,nonesense",Only ruto among trial nonesense,[]
208,Plangat Wallace Koejh,Atlast... Ruto will emerges with Victory...,Atlast Ruto will emerges with Victory,"[('Ruto', 'RUTO')]"
209,Josse Baba Adrian,Juicy News to me... May justice prevail 👏,Juicy News to me May justice prevail,[]
210,Samwel Nyaga,Panadol will sort him,Panadol will sort him,[]
211,Jim J. Mwaniki,The rich too cry,The rich too cry,[]
212,Osoo Mentor Creme,Let that man  face the wrath,Let that man face the wrath,[]
213,Sparrow B Jnr,My President,My President,[]
214,Olwasi Denis,Exaggerating issues,Exaggerating issues,[]
215,GK Greg,Jail this guy,Jail this guy,[]
216,Mbeya Jerral,The Big Man,The Big Man,[]
217,Betty Wairimu,Big man thief😂😂😂,Big man thief,[]
218,Fredrick Kirui,We know your motive,We know your motive,[]
0,Blessings Sam,It is good so far UDA Kenya we have 8m registered members we are fully determined to send Raila home with tears in his eyes no retreat no surrender Dr William Ruto PhD for president,It is good so far UDA Kenya we have m registered members we are fully determined to send Raila home with tears in his eyes no retreat no surrender Dr William Ruto PhD for president,"[('UDA', 'POLITICAL_PARTY'), ('Kenya', 'POLITICAL_PARTY'), ('Raila', 'RAILA'), ('William', 'POLITICIAN'), ('Ruto', 'RUTO'), ('for', 'POLITICAL_PARTY')]"
1,Gumba Bruce,Registered to political parties n not iebc... Then what's the need??,Registered to political parties n not iebc Then whats the need,[]
2,Lenanah Samoei Kimutai Korir,"Another scandals detected here, how comes registered voters in Kenya are 22m in total according to IEBC while according to Registrar of parties is over 24m.what is cooking here?we are ready to quard our hustler votes whatsoever the case May be.We will count manually, send manually and declare the winner manually even if it's Raila though we as hustlers bet for Dp Ruto to win.",Another scandals detected here how comes registered voters in Kenya are m in total according to IEBC while according to Registrar of parties is over mwhat is cooking herewe are ready to quard our hustler votes whatsoever the case May beWe will count manually send manually and declare the winner manually even if its Raila though we as hustlers bet for Dp Ruto to win,"[('Kenya', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('and', 'POLITICIAN'), ('Raila', 'RAILA'), ('for', 'POLITICAL_PARTY'), ('Ruto', 'RUTO')]"
3,Jane Patoo Mum Vicky,Our Incoming President is Ruto❤️❤️❤️❤️,Our Incoming President is Ruto,"[('Ruto', 'RUTO')]"
4,Blacs 039,Good news for Azimio 15millions for Baba,Good news for Azimio millions for Baba,"[('for', 'POLITICAL_PARTY'), ('Azimio', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY'), ('Baba', 'RAILA')]"
5,Chege Muikamba J,That figure is disputable considering most of friends are not aware how to register with political parties,That figure is disputable considering most of friends are not aware how to register with political parties,"[('of', 'POLITICAL_PARTY')]"
6,Sõñ Ôf Æfrïçã,How can the registered party members exceed the number of registered voters? Or is it that people are registered in more than one party?,How can the registered party members exceed the number of registered voters Or is it that people are registered in more than one party,"[('party', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY'), ('one', 'UHURU'), ('party', 'POLITICAL_PARTY')]"
7,Kelvin Freelancer,"There is double registration where a person is registered in more than one party. For instance, 24M are registered on parties but IEBC has a total of 22M registered voters. Besides, you can't tell me voters in Turkana, Samburu, Marakwet are registered in political parties",There is double registration where a person is registered in more than one party For instance M are registered on parties but IEBC has a total of M registered voters Besides you cant tell me voters in Turkana Samburu Marakwet are registered in political parties,"[('one', 'UHURU'), ('party', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
8,Titus Nikan,So they've been lying to us that we have more female than male in Kenya! I'm now justified to remain singular.,So theyve been lying to us that we have more female than male in Kenya Im now justified to remain singular,"[('Kenya', 'POLITICAL_PARTY')]"
9,Ndege Mwangi,Most voters are registered as members of parties that are politically dead. There are new parties every election period.,Most voters are registered as members of parties that are politically dead There are new parties every election period,"[('of', 'POLITICAL_PARTY')]"
10,Joseph Tirus,That's most certainly not true. Most people in Kenya are not registered party members. In all likelihood this is about data harvesting.,Thats most certainly not true Most people in Kenya are not registered party members In all likelihood this is about data harvesting,"[('Kenya', 'POLITICAL_PARTY'), ('party', 'POLITICAL_PARTY')]"
11,Emmanuel Koskei,this is now assurance that we as UDA KENYA KWANZA will send mzee wa kuzimia nyumbani direct.....without any fear of contradiction WILLIAM RUTO is our 5th president......,this is now assurance that we as UDA KENYA KWANZA will send mzee wa kuzimia nyumbani directwithout any fear of contradiction WILLIAM RUTO is our th president,"[('UDA', 'POLITICAL_PARTY'), ('KENYA', 'POLITICAL_PARTY'), ('of', 'POLITICAL_PARTY')]"
12,John Kipkorir,"I tried to register as a UDA member but I was told,my ID no does not match with my name.shenzi sana.Even if i don't vote during nominations,i will vote in the coming general elections.I will vote UDA.",I tried to register as a UDA member but I was toldmy ID no does not match with my nameshenzi sanaEven if i dont vote during nominationsi will vote in the coming general electionsI will vote UDA,"[('UDA', 'POLITICAL_PARTY'), ('UDA', 'POLITICAL_PARTY')]"
13,Kibisu Beauttah Charles,I'm registered as a member Justice and Freedom party yet I did not apply.,Im registered as a member Justice and Freedom party yet I did not apply,"[('and', 'POLITICAL_PARTY'), ('Freedom', 'POLITICAL_PARTY'), ('party', 'POLITICAL_PARTY')]"
14,SB Opanga,Which means almost every voter is registered to a certain party which is a lie,Which means almost every voter is registered to a certain party which is a lie,"[('party', 'POLITICAL_PARTY')]"
15,Anthony Walela,"So we are 24M registered voters, 20M votes will fill Azimio ballot box for the 5th Raila Amolo Odinga as his competitors share the remaining 4M votes.  God has remembered Baba Raila Amolo Odinga 😋😋🙏🙏",So we are M registered voters M votes will fill Azimio ballot box for the th Raila Amolo Odinga as his competitors share the remaining M votes God has remembered Baba Raila Amolo Odinga,"[('Azimio', 'POLITICAL_PARTY'), ('for', 'POLITICAL_PARTY'), ('Raila Amolo Odinga', 'RAILA'), ('Baba', 'RAILA'), ('Raila Amolo Odinga', 'RAILA')]"
